docId,subject,verb,object
4TD4-V4M0-TW87-N162-00000-00.txt,"[Capital, One]","[to, get]","[investor, loans]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[government, regulator]",[raised],[questions]
4TD4-V4M0-TW87-N162-00000-00.txt,"[capital, market, debt, markets]",[loses],[confidence]
4TD4-V4M0-TW87-N162-00000-00.txt,[that],[changes],[fortunes]
4TD4-V4M0-TW87-N162-00000-00.txt,[Fairbank],[courted],[leaders]
4TD4-V4M0-TW87-N162-00000-00.txt,"[Capital, One]","[did, not, want]","[to, mess, with, their, successful, model]"
4TD4-V4M0-TW87-N162-00000-00.txt,[strategy],[seemed],"[Gulf, Coast]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[Hurricane, Katrina]",[walloped],"[Gulf, Coast]"
4TD4-V4M0-TW87-N162-00000-00.txt,[firm],[sent],[teams]
4TD4-V4M0-TW87-N162-00000-00.txt,[they],"[did, not, want]","[to, betray, private, conversations]"
4TD4-V4M0-TW87-N162-00000-00.txt,[Kanas],[saw],[bank]
4TD4-V4M0-TW87-N162-00000-00.txt,[Kanas],[declined],"[to, comment]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[One, executives]",[raised],[concerns]
4TD4-V4M0-TW87-N162-00000-00.txt,[which],[made],[loans]
4TD4-V4M0-TW87-N162-00000-00.txt,"[Capital, One]","[had, avoided]","[mortgage, business]"
4TD4-V4M0-TW87-N162-00000-00.txt,[We],"[would, not, have, gone]",[GreenPoint]
4TD4-V4M0-TW87-N162-00000-00.txt,[We],[bought],[GreenPoint]
4TD4-V4M0-TW87-N162-00000-00.txt,[executives],[wanted],[bank]
4TD4-V4M0-TW87-N162-00000-00.txt,"[mortgage, market]",[began],"[to, melt, down]"
4TD4-V4M0-TW87-N162-00000-00.txt,[GreenPoint],"[was, facing]",[losses]
4TD4-V4M0-TW87-N162-00000-00.txt,[decision],"[was, made]","[to, shut, down, GreenPoint]"
4TD4-V4M0-TW87-N162-00000-00.txt,[that],"[would, put]",[it]
4TD4-V4M0-TW87-N162-00000-00.txt,[executives],[began],"[to, feel, better]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[Capital, One]",[increased],[dividend]
4TD4-V4M0-TW87-N162-00000-00.txt,[who],"[would, n't, want]","[to, trade, places, with, where, we, 're, at]"
4TD4-V4M0-TW87-N162-00000-00.txt,[Fairbank],[took],[stage]
4TD4-V4M0-TW87-N162-00000-00.txt,[Fairbank],[displayed],[slides]
4TD4-V4M0-TW87-N162-00000-00.txt,[customers],"[were, failing]","[to, pay, off, their, monthly, bills]"
4TD4-V4M0-TW87-N162-00000-00.txt,[we],[faced],[that]
4TD4-V4M0-TW87-N162-00000-00.txt,[he],[told],"[smattering, board, members, employees]"
4TD4-V4M0-TW87-N162-00000-00.txt,[trouble],"[had, taken]",[toll]
4TD4-V4M0-TW87-N162-00000-00.txt,[It],"[had, built]",[recession]
4TD4-V4M0-TW87-N162-00000-00.txt,[that],[assumes],[downturn]
4TD4-V4M0-TW87-N162-00000-00.txt,"[Endgame, Dr., Doom]",[escapes],[gloom]
4TD4-V4M0-TW87-N162-00000-00.txt,[he],[plays],[center]
4TD4-V4M0-TW87-N162-00000-00.txt,[he],[has],[kids]
4TD4-V4M0-TW87-N162-00000-00.txt,[who],[tend],"[not, to, ask, him, about, the, company, 's, stock, price, when, he, gets, home]"
4TD4-V4M0-TW87-N162-00000-00.txt,[I],[love],[chase]
4TD4-V4M0-TW87-N162-00000-00.txt,[child],"[has, taken]","[sport, golf, ice, hockey, horseback, riding, soccer]"
4TD4-V4M0-TW87-N162-00000-00.txt,[he],"[has, taken]",[it]
4TD4-V4M0-TW87-N162-00000-00.txt,[that],[track],[value]
4TD4-V4M0-TW87-N162-00000-00.txt,[he],"[has, taken]","[379, million]"
4TD4-V4M0-TW87-N162-00000-00.txt,[Fairbank],[runs],[company]
4TD4-V4M0-TW87-N162-00000-00.txt,[fate],"[will, be, decided]","[data, analysts]"
4TD4-V4M0-TW87-N162-00000-00.txt,[Capital],"[will, seek]","[to, penetrate, deeper, into, New, York, ,, Louisiana, and, Texas]"
4TD4-V4M0-TW87-N162-00000-00.txt,[that],[propelled],"[Capital, One]"
4TD4-V4M0-TW87-N162-00000-00.txt,[it],[transformed],"[credit, cards]"
4TD4-V4M0-TW87-N162-00000-00.txt,[he],[looks],"[to, guess, where, the, puck, is, going, in, his, beloved, hockey]"
4TD4-V4M0-TW87-N162-00000-00.txt,[They],"['re, going]","[to, stop, somewhere]"
4TD4-V4M0-TW87-N162-00000-00.txt,[it],"[does, mean]",[what]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[measure],[represents],[path]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[ ],"[will, enable]",[Washington]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[it],"[could, not, do]",[what]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[that],[favors],"[savings, investment]"
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[it],"[would, allow]",[flexibility]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,"[It,  ]","[would, provide]",[time]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[it],[did],[work]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[announcement],"[would, send]",[sign]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[nation],"[will, put]",[house]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[it],"[may, avert]",[contingency]
7VHC-0TX0-Y8T5-Y2RN-00000-00.txt,[which],"[could, send]",[us]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[who],"[had, expected]",[increase]
4T6N-D1B0-TX12-N0W2-00000-00.txt,"[June, performance]",[left],[analysts]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[Stocks],[took],[tumble]
4T6N-D1B0-TX12-N0W2-00000-00.txt,"[Co., firms]",[raised],[anxieties]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[It],"[has, contributed]",[fifths]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[country],"[has, been, battered]",[housingslump]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[it],"[will, begin]","[to, cool, the, boom, in, exports,\]"
4T6N-D1B0-TX12-N0W2-00000-00.txt,[exports],"[have, built]",[momentum]
4T6N-D1B0-TX12-N0W2-00000-00.txt,"[export, category]","[had, posted]",[gains]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[increase],"[was, driven]","[percent, surge]"
4T6N-D1B0-TX12-N0W2-00000-00.txt,[which],[hit],"[time, high]"
4T6N-D1B0-TX12-N0W2-00000-00.txt,[economy],[dampened],[appetites]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[Democrats],"[should, stop]","[delaying, votes, on, three, pending, free, trade, agreements, with, Colombia, ,, South, Korea, and, Panama.\""We]"
4T6N-D1B0-TX12-N0W2-00000-00.txt,[Democrats],[see],[reason]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[they],"[are, delaying]",[votes]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[administration],[resolves],[questions]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[Bush],[took],[office]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[companies],[moved],[production]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[Trade],"[is, expected]","[to, be, a, major, issue, in, the, upcoming, presidential, campaign]"
4T6N-D1B0-TX12-N0W2-00000-00.txt,[rise],"[\""provided]",[reminder]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[exports],[play],[that]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[Critics],[accuse],[China]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[administration],"[has, been, prodding]",[China]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[currency],"[to, rise]",[moves]
4T6N-D1B0-TX12-N0W2-00000-00.txt,[currency],[head],[moves]
4T6N-D1B0-TX12-N0W2-00000-00.txt,"[U.S., exports]",[hit],[records]
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,"[State, Bank]","[was, ordered]","[to, tighten, up, its, lending, and, collection, practices]"
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,[FDIC],[considered],[matter]
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,[it],[had],[reason]
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,[report],[dated],"[18.The, order]"
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,"[Minnesota, banks]",[included],"[Brickwell, Community, Bank, Riverbank]"
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,[FDIC],[sent],"[cease, desist, order]"
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,[it],[continues],"[that, to, do, business]"
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,[we],"[are, faced]","[with,\]"
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,[Bank],"[has, endured]",[times]
7VJ2-R4F1-2R2Y-70S8-00000-00.txt,[Bank],[see],[more]
4V83-HXY0-TX12-N0CP-00000-00.txt,[recession],"[has, claimed]",[retailer]
4V83-HXY0-TX12-N0CP-00000-00.txt,"[Market, Gourmet]",[began],[going]
4V83-HXY0-TX12-N0CP-00000-00.txt,[business],"[was, started]","[family, patriach]"
4V83-HXY0-TX12-N0CP-00000-00.txt,[store],"[is, liquidating]",[inventory]
7V4B-GJD1-2R2Y-7180-00000-00.txt,"[economist, Tom, Stinson]","[will, issue]",[forecast]
7V4B-GJD1-2R2Y-7180-00000-00.txt,"[Gov., Tim, Pawlenty, legislators]","[have, been, dreading]",[forecast]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[they],[expect],[news]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[state],"[would, collect]",[less]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[it],"[is, scheduled]","[to, spend, during, the, next, two, -, year, budget, period]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,"[state, law]",[prohibits],[Stinson]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[he],[releases],[it]
7V4B-GJD1-2R2Y-7180-00000-00.txt,"[he, team]","[have, been, crunching]",[data]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[one],"[can, make]",[predictions]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[Stinson],[interrupted],[number]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[he],[said],[what]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[you],"[would, characterize]",[it]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[recession],"[is, going]","[to, last, longer, and, be, deeper, and]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[damage],"[is, going]","[to, be, greater, than, we, expected]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[it],[does],[that]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[We],[expect],"[housing, starts]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],"['ve, lost]",[jobs]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[think],[jobs]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[that],"['s, going]","[to, go, on, for, several, months]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],"['re, going]","[to, lose, 100,000, jobs, between, now, and, the, time, the, economy, turns, up]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[receipts],"[are, going]","[to, go, down, --]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[did],[forecast]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[We],[showed],[graphs]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[called],[graphs]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[said],[graphs]
7V4B-GJD1-2R2Y-7180-00000-00.txt,"[meltdown, scenario]",[had],"[percent, decline]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[have],[percent]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[lose],[percent]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[lose],[percent]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[scenario],[says],[percent]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[lose],[percent]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[had],"[Great, Depression]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[We],"['re, going]","[to, lose, 2.5, percent, in, real, GDP, in, 2009]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[lost],[percent]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[had],"[unemployment, rate]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[We],"['re, not, going]","[to, have, a, 25, percent, unemployment, rate, now]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[It],"['s, going]","[to, take, us, until, 2011, ,, 2012, to, get, back, to, where, we, were, in, the, middle, of, 2007.Q]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[We],[know],"[to, know, when, it, is, going, to, turn, around]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[economy],"[is, going]","[to, turn, around]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[need],"[to, know, when, it, is, going, to, turn, around]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[it],"[is, going]","[to, turn, around]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[that],"[does, tell]",[What]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[It],[tells],[us]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[it],"[was, going]","[to, be]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[what],"['s, going]","[to, happen, between, now, and, the, end, of, June, and, between, now, and, the, end, of, next, year]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[have],"[to, worry, about]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[is],"[to, turn, around, if, the, U.S., economy, turns, around]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],"['re, going]","[to, turn, around, if, the, U.S., economy, turns, around]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[They],[have],"[to, start, functioning, in, a, more, normal, manner]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[consumers],[have],"[to, start, spending, again]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[consumer],"[does, start]","[spending, again]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[It],"['s, complicated]",[fact]
7V4B-GJD1-2R2Y-7180-00000-00.txt,"[baby, boom, generation]","[is, getting]","[portion, to, save, more]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[they],"['ve, lost]",[portion]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[reaction],[is],"[to, save, more]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[That],"[would, make]",[sense]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[they],"[will, have]",[life]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[you],[save],[more]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[you],[spend],[less]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[you],[spend],[less]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[workers],[producing],"[goods, services]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[that],[keeps],"[going, on, down]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[it],[levels],[point]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[reach],[point]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[This],[sounds],"[gloom, doom]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,"[credit, markets]","[are, showing]",[signs]
7V4B-GJD1-2R2Y-7180-00000-00.txt,"[president, Congress]",[passed],[package]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[it],[saved],"[jobs, that]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[We],[made],[progress]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],"['re, being, buffeted]",[headwinds]
7V4B-GJD1-2R2Y-7180-00000-00.txt,"[care, industry]","[has, had]",[layoffs]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[you],[put],[forecast]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[do],[forecast]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[That],[comes],[outlook]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[do],[outlook]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],"[have, created]",[that]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[I],[asked],[you]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[you],"[were, going]","[how, much, money, to, earn, in, 2010, and, 2011]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[I],[asked],[you]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[you],"[were, going]","[how, much, money, to, spend, on, big, -, ticket, items]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[you],"[could, tell]",[me]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[economists],"[do, n't, have]",[feelings]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[what],"['s, going]","[to, happen]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[do],[What]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[you],"[Do, feel]",[pressure]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[I],"['m, not, employed]",[state]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[I],"['m, employed]",[University]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[I],[give],[notice]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[I],"[can, leave]","[job, amount]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[I],"['d, have]",[job]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[I],[make],[amount]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[We're],[trying],[estimate]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[they],[want],"[what, to, do, with, that, estimate, after, that]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[recession],"[is, going]","[to, come, to, an, end, ,, too]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[need],"[to, be, thinking, about, how, we, position, ourselves, for, the, good, times, that, are, going, to, follow, and, make, sure, that, we, keep, the, foundation, for, economic, success, that, we, can, depend, on, in, the, future]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[position],[ourselves]
7V4B-GJD1-2R2Y-7180-00000-00.txt,[that],"[are, going]","[to, follow, and, make, sure, that, we, keep, the, foundation, for, economic, success, that, we, can, depend, on, in, the, future]"
7V4B-GJD1-2R2Y-7180-00000-00.txt,[we],[keep],[foundation]
4V9P-VY20-TX12-N1M1-00000-00.txt,"[mortgage, business]",[appears],"[to, be, entering, 2009, on, an, upswing]"
4V9P-VY20-TX12-N1M1-00000-00.txt,"[Area, mortgage, specialists]",[reported],"[business, concluding]"
4V9P-VY20-TX12-N1M1-00000-00.txt,"[Jeff, Beck]",[said],"[interest, rates]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[economy],[said],"[predictions.\""It]"
4V9P-VY20-TX12-N1M1-00000-00.txt,"[home, owners]","[may, see]",[mid-4s]
4V9P-VY20-TX12-N1M1-00000-00.txt,[economy],[complicates],"[predictions.\""It]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[Realtors],"[are, dropping]",[licenses]
4V9P-VY20-TX12-N1M1-00000-00.txt,[I],"[have, been, talking]",[it]
4V9P-VY20-TX12-N1M1-00000-00.txt,[they],[say],[it]
4V9P-VY20-TX12-N1M1-00000-00.txt,[we],[have],[type]
4V9P-VY20-TX12-N1M1-00000-00.txt,[I],"[have, never, experienced]",[it]
4V9P-VY20-TX12-N1M1-00000-00.txt,[rates],"[are, going]","[to, go, lower]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[lot],"[are, hoping]","[to, refinance, at, 4.5]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[them],"[to, get]","[possible.\""John, Meile]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[who],[services],[accounts]
4V9P-VY20-TX12-N1M1-00000-00.txt,[he],"[has, processed]",[loans]
4V9P-VY20-TX12-N1M1-00000-00.txt,"[\""That]",[caused],[mess]
4V9P-VY20-TX12-N1M1-00000-00.txt,[companies],"[have, vowed]","[not, to, do, that, again]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[people],"[to, claim]",[taxes]
4V9P-VY20-TX12-N1M1-00000-00.txt,[Fed],"[is, bound]","[to, help, this, market, rebound, and, get, economic, recovery, going,\]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[Fed],[determined],"[to, help, this, market, rebound, and, get, economic, recovery, going,\]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[market],[rebound],"[recovery, going,\]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[market],[get],"[recovery, going,\]"
4V9P-VY20-TX12-N1M1-00000-00.txt,"[\""The, Fed]","[is, going]","[to, get, interest, rates, as, low, as, possible, to, make, it, attractive, for, home, owners.\""Charlene, Walker, ,, a, local, Realtor, with, Re, /, Max, Preferred, Partners, and, a, Realtor, for, 23, years]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[we],[have],[bargains]
4V9P-VY20-TX12-N1M1-00000-00.txt,"[\""We]",[have],"[to, get, the, seeds, of, confidence, going.\""Walker]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[she],[said],"[to, get, the, seeds, of, confidence, going.\""Walker]"
4V9P-VY20-TX12-N1M1-00000-00.txt,[many],"[have, heard]",[news]
4V9P-VY20-TX12-N1M1-00000-00.txt,[she],[believes],"[to, get, the, seeds, of, confidence, going.\""Walker]"
4V9P-VY20-TX12-N1M1-00000-00.txt,"[looking.\""dan_brannan@thetelegraph.comTo]","[is, see]",[more]
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[rate],"[is, expected]","[to, average, 7.2, percent, in, 2009]"
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[Pittsburgh],"[will, have]",[year]
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[level],"[would, mean]",[Americans]
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[that],"[should, create]",[jobs]
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[that],[induce],[spending]
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[which],"[should, help]","[free, up, credit, for, businesses, and, consumers, ,, including, home, mortgages]"
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[easing],"[has, driven]","[rate, mortgages]"
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[We],"['re, not, going]","[to, have, a, Depression]"
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[that],[dragged],[economies]
4VCM-GVP0-TWTK-S1H3-00000-00.txt,[that],"[is, starting]","[do, the, same, to, economies, in, most, of, Asia, and, Latin, America]"
4TS7-8D50-TX12-N155-00000-00.txt,"[Madison, County, communities]","[are, n't, seeing]",[much]
4TS7-8D50-TX12-N155-00000-00.txt,[we],"['ve, been, holding]","[own,\]"
4TS7-8D50-TX12-N155-00000-00.txt,[that],"[do, n't, experience]",[growth]
4TS7-8D50-TX12-N155-00000-00.txt,[They],"['re, paying]",[attention]
4TS7-8D50-TX12-N155-00000-00.txt,[they],"['re, wanting]","[to, buy, or, sell]"
4TS7-8D50-TX12-N155-00000-00.txt,[number],"[has, matched]",[that]
4TS7-8D50-TX12-N155-00000-00.txt,[they],"[have, seen]",[foreclosures]
4TS7-8D50-TX12-N155-00000-00.txt,[Suguitan],"[has, made]",[share]
4TS7-8D50-TX12-N155-00000-00.txt,[who],[sees],"[shadow, foresees]"
4TS7-8D50-TX12-N155-00000-00.txt,[market],"[is, starting]","[to, see, the, end, of, tunnel]"
4TS7-8D50-TX12-N155-00000-00.txt,[he],[thinks],"[to, see, the, end, of, tunnel]"
4TS7-8D50-TX12-N155-00000-00.txt,[he],[remains],"[to, see, the, end, of, tunnel]"
4TS7-8D50-TX12-N155-00000-00.txt,[homebuyers],"[to, get]",[approval]
4TS7-8D50-TX12-N155-00000-00.txt,"[community, banks]","[are, doing]",[best]
4TS7-8D50-TX12-N155-00000-00.txt,[who],"[can, advise]","[them,\]"
4TS7-8D50-TX12-N155-00000-00.txt,[person],"[is, looking]","[to, buy, or, refinance]"
4TS7-8D50-TX12-N155-00000-00.txt,"[\""(It, you]","[could, get]","[loans, them]"
4TS7-8D50-TX12-N155-00000-00.txt,[banks],"[would, originate]",[loans]
4TS7-8D50-TX12-N155-00000-00.txt,"[\""(It, you]",[sell],[them]
4TS7-8D50-TX12-N155-00000-00.txt,[institutions],"[would, guarantee]",[pools]
4TS7-8D50-TX12-N155-00000-00.txt,[institutions],[sell],[them]
4TS7-8D50-TX12-N155-00000-00.txt,[it],"['s, going]","[to, continue, to, be, restrictive, for, a, period, of, time,\]"
4TS7-8D50-TX12-N155-00000-00.txt,"[they, banks]","[can, have, taken]",[initiative]
4TS7-8D50-TX12-N155-00000-00.txt,[they],"[do, n't, give]",[more]
4TS7-8D50-TX12-N155-00000-00.txt,[borrowers],"[are, n't]",[more]
4TS7-8D50-TX12-N155-00000-00.txt,[they],"[said.laura_griffith@thetelegraph.comTo, see]",[more]
