,docId,subject,relation,object
331,4TD4-V4M0-TW87-N162-00000-00.txt,Richmond,in,Signet Bank
332,4TD4-V4M0-TW87-N162-00000-00.txt,they,could adjust,credit card promotions
333,4TD4-V4M0-TW87-N162-00000-00.txt,taker,is in,Signet Bank
334,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,recruited,Ivy League types
335,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,recruited Ivy League types to,Northern Virginia
336,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,recruited,Ivy League types
337,4TD4-V4M0-TW87-N162-00000-00.txt,they,paid,hires
338,4TD4-V4M0-TW87-N162-00000-00.txt,it,working at,first
339,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,recruited Ivy League types to,Northern Virginia
340,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,used car trips to,Richmond
341,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,used in,Crown Victoria
342,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,used to,Richmond
343,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,used,car trips
344,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,used car trips in,Crown Victoria
345,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,keep,calm
346,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,munching on,food
347,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,used car trips in,Crown Victoria
348,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,used,car trips
349,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,used car trips to,Richmond
350,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,used to,Richmond
351,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,used in,Crown Victoria
352,4TD4-V4M0-TW87-N162-00000-00.txt,Morris,munching on,fast food
353,4TD4-V4M0-TW87-N162-00000-00.txt,We,had,loads time
354,4TD4-V4M0-TW87-N162-00000-00.txt,We,had,loads of time
355,4TD4-V4M0-TW87-N162-00000-00.txt,I,losing,my mind
356,4TD4-V4M0-TW87-N162-00000-00.txt,They,kept at,it
357,4TD4-V4M0-TW87-N162-00000-00.txt,Signet,reap,profits
358,4TD4-V4M0-TW87-N162-00000-00.txt,Signet,reap,huge profits
359,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,was spun off as,company
360,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,was spun off as,public company
361,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,was spun off In,1994
362,4TD4-V4M0-TW87-N162-00000-00.txt,Sophisticated exams,were put in place,screen
363,4TD4-V4M0-TW87-N162-00000-00.txt,potential employees.The company,maintained,office
364,4TD4-V4M0-TW87-N162-00000-00.txt,exams,were put in place,screen
365,4TD4-V4M0-TW87-N162-00000-00.txt,potential employees.The company,maintained office in,Richmond
366,4TD4-V4M0-TW87-N162-00000-00.txt,Sophisticated exams,were put in,place
367,4TD4-V4M0-TW87-N162-00000-00.txt,potential employees.The company,maintained,big office
368,4TD4-V4M0-TW87-N162-00000-00.txt,exams,were put in place,to screen
369,4TD4-V4M0-TW87-N162-00000-00.txt,Sophisticated exams,were put in place,to screen
370,4TD4-V4M0-TW87-N162-00000-00.txt,exams,were put in,place
371,4TD4-V4M0-TW87-N162-00000-00.txt,wallet,is with,its well known brand
372,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,was,market leader
373,4TD4-V4M0-TW87-N162-00000-00.txt,its stock price,had gone By,end of 2000
374,4TD4-V4M0-TW87-N162-00000-00.txt,percent.Growing Pains Fairbank,buy,banks
375,4TD4-V4M0-TW87-N162-00000-00.txt,he,called,life changing 2002
376,4TD4-V4M0-TW87-N162-00000-00.txt,percent.Growing Pains Fairbank,buy banks,he called
377,4TD4-V4M0-TW87-N162-00000-00.txt,he,called,changing 2002
378,4TD4-V4M0-TW87-N162-00000-00.txt,"1,000 percent.Growing Pains Fairbank",buy banks,he called
379,4TD4-V4M0-TW87-N162-00000-00.txt,its stock price,had gone By,end
380,4TD4-V4M0-TW87-N162-00000-00.txt,percent.Growing Pains Fairbank,buy banks,after he called
381,4TD4-V4M0-TW87-N162-00000-00.txt,"1,000 percent.Growing Pains Fairbank",buy banks,after he called
382,4TD4-V4M0-TW87-N162-00000-00.txt,"1,000 percent.Growing Pains Fairbank",buy,banks
383,4TD4-V4M0-TW87-N162-00000-00.txt,economic downturn,crippled,capital markets
384,4TD4-V4M0-TW87-N162-00000-00.txt,downturn,made,it difficult
385,4TD4-V4M0-TW87-N162-00000-00.txt,downturn,crippled,capital markets
386,4TD4-V4M0-TW87-N162-00000-00.txt,economic downturn,made,it difficult
387,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,get,investor loans
388,4TD4-V4M0-TW87-N162-00000-00.txt,Capital,get,investor loans
389,4TD4-V4M0-TW87-N162-00000-00.txt,capital market,loses,confidence in company
390,4TD4-V4M0-TW87-N162-00000-00.txt,it,be,prophecy
391,4TD4-V4M0-TW87-N162-00000-00.txt,confidence,is in,company
392,4TD4-V4M0-TW87-N162-00000-00.txt,it,be,self reinforcing prophecy
393,4TD4-V4M0-TW87-N162-00000-00.txt,capital market,loses,confidence
394,4TD4-V4M0-TW87-N162-00000-00.txt,world 's debt markets,confidence in,company
395,4TD4-V4M0-TW87-N162-00000-00.txt,world 's debt markets,loses,confidence
396,4TD4-V4M0-TW87-N162-00000-00.txt,it,be,reinforcing
397,4TD4-V4M0-TW87-N162-00000-00.txt,world,has,markets
398,4TD4-V4M0-TW87-N162-00000-00.txt,it,be,reinforcing prophecy
399,4TD4-V4M0-TW87-N162-00000-00.txt,world 's debt markets,loses,confidence in company
400,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank said.Fairbank,courted,leaders
401,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,proceeded with,purchase
402,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,proceeded with,purchase on condition
403,4TD4-V4M0-TW87-N162-00000-00.txt,teams,help,Hibernia
404,4TD4-V4M0-TW87-N162-00000-00.txt,firm,sent,teams
405,4TD4-V4M0-TW87-N162-00000-00.txt,bonds,were,built
406,4TD4-V4M0-TW87-N162-00000-00.txt,bonds,were,built then
407,4TD4-V4M0-TW87-N162-00000-00.txt,they,betray,private conversations
408,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork 's leader,was initially skeptical according,people familiar with his thinking
409,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork,'s leader is,Kanas
410,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork 's leader,was skeptical according,people
411,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork,has,leader
412,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork 's leader,was initially skeptical according,people familiar
413,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork 's leader,was skeptical according,people familiar
414,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork 's leader,was,skeptical
415,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork 's leader,was,initially skeptical
416,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork 's leader,was skeptical according,people familiar with his thinking
417,4TD4-V4M0-TW87-N162-00000-00.txt,North Fork 's leader,was initially skeptical according,people
418,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One executives,raised,concerns
419,4TD4-V4M0-TW87-N162-00000-00.txt,little income documentation,area of,business
420,4TD4-V4M0-TW87-N162-00000-00.txt,little income documentation,area during,housing boom
421,4TD4-V4M0-TW87-N162-00000-00.txt,Kanas,comment.As neared,$ 15 billion North Fork deal
422,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One executives,raised,concerns about subsidiary
423,4TD4-V4M0-TW87-N162-00000-00.txt,Kanas,comment.As,$ 15 billion North Fork deal
424,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,had avoided,mortgage business
425,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,previously had avoided,mortgage business
426,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,has,chief financial officer
427,4TD4-V4M0-TW87-N162-00000-00.txt,We,bought,GreenPoint
428,4TD4-V4M0-TW87-N162-00000-00.txt,they,so closed on,deal
429,4TD4-V4M0-TW87-N162-00000-00.txt,executives,wanted,bank
430,4TD4-V4M0-TW87-N162-00000-00.txt,GreenPoint,was,part
431,4TD4-V4M0-TW87-N162-00000-00.txt,they,closed on,deal
432,4TD4-V4M0-TW87-N162-00000-00.txt,GreenPoint,was part of,North Fork
433,4TD4-V4M0-TW87-N162-00000-00.txt,they,so closed in,December 2006
434,4TD4-V4M0-TW87-N162-00000-00.txt,they,closed in,December 2006
435,4TD4-V4M0-TW87-N162-00000-00.txt,hurried conference calls,began,mortgage market began
436,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,among,board members
437,4TD4-V4M0-TW87-N162-00000-00.txt,hurried conference calls,began,as mortgage market began
438,4TD4-V4M0-TW87-N162-00000-00.txt,conference calls,began,as mortgage market began
439,4TD4-V4M0-TW87-N162-00000-00.txt,conference calls,began In,summer 2007
440,4TD4-V4M0-TW87-N162-00000-00.txt,hurried conference calls,began In,summer 2007
441,4TD4-V4M0-TW87-N162-00000-00.txt,conference calls,began,mortgage market began
442,4TD4-V4M0-TW87-N162-00000-00.txt,GreenPoint,was facing,massive losses on its loans
443,4TD4-V4M0-TW87-N162-00000-00.txt,GreenPoint,was facing,losses
444,4TD4-V4M0-TW87-N162-00000-00.txt,GreenPoint,was facing,massive losses
445,4TD4-V4M0-TW87-N162-00000-00.txt,GreenPoint,was facing,losses on its loans
446,4TD4-V4M0-TW87-N162-00000-00.txt,executives,began,to feel
447,4TD4-V4M0-TW87-N162-00000-00.txt,decision,shut down,GreenPoint
448,4TD4-V4M0-TW87-N162-00000-00.txt,decision,was,made
449,4TD4-V4M0-TW87-N162-00000-00.txt,executives,began,feel
450,4TD4-V4M0-TW87-N162-00000-00.txt,executives,began,to feel better
451,4TD4-V4M0-TW87-N162-00000-00.txt,executives,began,feel better
452,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,take,charge
453,4TD4-V4M0-TW87-N162-00000-00.txt,Access,helped,Capital One fund
454,4TD4-V4M0-TW87-N162-00000-00.txt,banks,worried about,finding capital
455,4TD4-V4M0-TW87-N162-00000-00.txt,other banks,worried about,finding capital
456,4TD4-V4M0-TW87-N162-00000-00.txt,banks,worried about,capital
457,4TD4-V4M0-TW87-N162-00000-00.txt,other banks,worried about,capital
458,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,increased,its dividend
459,4TD4-V4M0-TW87-N162-00000-00.txt,we,'re at,Perlin said.Dr
460,4TD4-V4M0-TW87-N162-00000-00.txt,we,'re at,with where Perlin said.Dr
461,4TD4-V4M0-TW87-N162-00000-00.txt,we,'re at,with Perlin said.Dr
462,4TD4-V4M0-TW87-N162-00000-00.txt,we,'re at,where Perlin said.Dr
463,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,displayed slides at_time,time
464,4TD4-V4M0-TW87-N162-00000-00.txt,company,has,earnings
465,4TD4-V4M0-TW87-N162-00000-00.txt,company,at,headquarters
466,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,took stage at_time,Doom One day
467,4TD4-V4M0-TW87-N162-00000-00.txt,company 's earnings,had fallen,year over-year
468,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,displayed slides at_time,first time
469,4TD4-V4M0-TW87-N162-00000-00.txt,company,has,shares
470,4TD4-V4M0-TW87-N162-00000-00.txt,More customers,pay off,their bills
471,4TD4-V4M0-TW87-N162-00000-00.txt,More customers,pay off,their monthly bills
472,4TD4-V4M0-TW87-N162-00000-00.txt,customers,pay off,their bills
473,4TD4-V4M0-TW87-N162-00000-00.txt,customers,pay off,their monthly bills
474,4TD4-V4M0-TW87-N162-00000-00.txt,he,told,board members
475,4TD4-V4M0-TW87-N162-00000-00.txt,employees,gathered in,stadium seats.The trouble
476,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,has,practice
477,4TD4-V4M0-TW87-N162-00000-00.txt,business,bread 's,company
478,4TD4-V4M0-TW87-N162-00000-00.txt,company,has,bread
479,4TD4-V4M0-TW87-N162-00000-00.txt,it,was,credit card business
480,4TD4-V4M0-TW87-N162-00000-00.txt,It,always had built recession into,models
481,4TD4-V4M0-TW87-N162-00000-00.txt,It,always had built,recession
482,4TD4-V4M0-TW87-N162-00000-00.txt,It,always had built recession into,statistical models
483,4TD4-V4M0-TW87-N162-00000-00.txt,It,had built recession into,statistical models
484,4TD4-V4M0-TW87-N162-00000-00.txt,It,had built recession into,models
485,4TD4-V4M0-TW87-N162-00000-00.txt,It,had built,recession
486,4TD4-V4M0-TW87-N162-00000-00.txt,model,assumed,people
487,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,be,should able
488,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,weather,slowdown
489,4TD4-V4M0-TW87-N162-00000-00.txt,it,'s place,where his worlds come together
490,4TD4-V4M0-TW87-N162-00000-00.txt,he,has,eight kids
491,4TD4-V4M0-TW87-N162-00000-00.txt,it,'s place,worlds come
492,4TD4-V4M0-TW87-N162-00000-00.txt,it,'s place,where worlds come
493,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,owner of,Capitals
494,4TD4-V4M0-TW87-N162-00000-00.txt,it,'s place,his worlds come together
495,4TD4-V4M0-TW87-N162-00000-00.txt,he,plays,center
496,4TD4-V4M0-TW87-N162-00000-00.txt,it,'s place,his worlds come
497,4TD4-V4M0-TW87-N162-00000-00.txt,biggest investors,is in,Capital One
498,4TD4-V4M0-TW87-N162-00000-00.txt,Capitals,is of,Washington
499,4TD4-V4M0-TW87-N162-00000-00.txt,it,has,place
500,4TD4-V4M0-TW87-N162-00000-00.txt,it,'s place,where his worlds come
501,4TD4-V4M0-TW87-N162-00000-00.txt,great belief,is in,strategic possibility combined with preemptive conservatism
502,4TD4-V4M0-TW87-N162-00000-00.txt,it,'s place,worlds come together
503,4TD4-V4M0-TW87-N162-00000-00.txt,it,'s place,where worlds come together
504,4TD4-V4M0-TW87-N162-00000-00.txt,I,'m,passionate guy
505,4TD4-V4M0-TW87-N162-00000-00.txt,I,'m,passionate
506,4TD4-V4M0-TW87-N162-00000-00.txt,I,'m,guy
507,4TD4-V4M0-TW87-N162-00000-00.txt,he,has taken up,it
508,4TD4-V4M0-TW87-N162-00000-00.txt,child,has taken up sport at_time,time
509,4TD4-V4M0-TW87-N162-00000-00.txt,child,has taken up sport too at_time,time
510,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has richly compensated for growth of Capital One in favor of stock options
511,4TD4-V4M0-TW87-N162-00000-00.txt,Business,is sports for,grown ups
512,4TD4-V4M0-TW87-N162-00000-00.txt,growth,is in,favor of stock options
513,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has richly compensated
514,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has compensated for growth of Capital One in favor of stock options
515,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has compensated for growth in favor
516,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has richly compensated for growth in favor of stock options
517,4TD4-V4M0-TW87-N162-00000-00.txt,Business,is sports for,ups
518,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has compensated for growth of Capital One
519,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has compensated
520,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has compensated for growth in favor of stock options
521,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has compensated for growth
522,4TD4-V4M0-TW87-N162-00000-00.txt,company,of,shares
523,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has richly compensated for growth
524,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has compensated for growth of Capital One in favor
525,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has richly compensated for growth in favor
526,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has richly compensated for growth of Capital One in favor
527,4TD4-V4M0-TW87-N162-00000-00.txt,Business,is,sports
528,4TD4-V4M0-TW87-N162-00000-00.txt,said.He,has,has richly compensated for growth of Capital One
529,4TD4-V4M0-TW87-N162-00000-00.txt,crunching numbers,is in,McLean
530,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,has,soccer field
531,4TD4-V4M0-TW87-N162-00000-00.txt,he,has taken,379 million.In
532,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One 's story will become,is,one
533,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One 's story,will become,If it fails
534,4TD4-V4M0-TW87-N162-00000-00.txt,it,transformed,credit cards
535,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One 's story will become,is,same one
536,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One,has,story
537,4TD4-V4M0-TW87-N162-00000-00.txt,Capital One 's story,will become,it fails
538,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,said,Just as he looks
539,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,said,he looks
540,4TD4-V4M0-TW87-N162-00000-00.txt,he,Just looks,guess
541,4TD4-V4M0-TW87-N162-00000-00.txt,puck,going in,his beloved hockey
542,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,said,Just he looks
543,4TD4-V4M0-TW87-N162-00000-00.txt,he,looks,guess
544,4TD4-V4M0-TW87-N162-00000-00.txt,he,looks,to guess
545,4TD4-V4M0-TW87-N162-00000-00.txt,puck,going in,his hockey
546,4TD4-V4M0-TW87-N162-00000-00.txt,he,Just looks,to guess
547,4TD4-V4M0-TW87-N162-00000-00.txt,Fairbank,said,as he looks
548,4TD4-V4M0-TW87-N162-00000-00.txt,They,'re going,stop somewhere
549,4TD4-V4M0-TW87-N162-00000-00.txt,They,'re going,stop
550,4TD4-V4M0-TW87-N162-00000-00.txt,They,'re going,to stop somewhere
551,4TD4-V4M0-TW87-N162-00000-00.txt,They,'re going,to stop
552,7VJP-MPP1-2R2Y-710X-00000-00.txt,food company Zad Holding Company Gulf Holding,posted,largest losses declining
553,7VJP-MPP1-2R2Y-710X-00000-00.txt,1.14 PERCENT,is IN,MIXED TRADING
554,7VJP-MPP1-2R2Y-710X-00000-00.txt,most insurers,gained,territory
555,7VJP-MPP1-2R2Y-710X-00000-00.txt,food company Zad Holding Company Gulf Holding,posted,losses declining
556,7VJP-MPP1-2R2Y-710X-00000-00.txt,food company Zad Holding Company Gulf Holding,posted,losses
557,7VJP-MPP1-2R2Y-710X-00000-00.txt,4.14 percent,respectively.Volumes at,DSM
558,7VJP-MPP1-2R2Y-710X-00000-00.txt,food company Zad Holding Company Gulf Holding,posted,largest losses
559,7VJP-MPP1-2R2Y-710X-00000-00.txt,food company Zad Holding Company Gulf Holding,posted,losses declining by 6.99 percent
560,7VJP-MPP1-2R2Y-710X-00000-00.txt,Gulf Holding,is,Zad Holding Company
561,7VJP-MPP1-2R2Y-710X-00000-00.txt,insurers,gained,territory
562,7VJP-MPP1-2R2Y-710X-00000-00.txt,food company Zad Holding Company Gulf Holding,posted,largest losses declining by 6.99 percent
563,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced,price
564,7VJP-MPP1-2R2Y-710X-00000-00.txt,net earning,were in,quarter
565,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced price from,Dhs16 to Dhs14
566,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced from,Dhs16 to Dhs14 per bag.National Bank of Abu Dhabi
567,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE,has,second largest bank
568,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced from,Dhs16
569,7VJP-MPP1-2R2Y-710X-00000-00.txt,earning,were in,first quarter
570,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced price from,Dhs16 to Dhs14 per bag.National Bank of Abu Dhabi
571,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced price from,Dhs16 to Dhs14 per bag.National Bank
572,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced from,Dhs16 to Dhs14
573,7VJP-MPP1-2R2Y-710X-00000-00.txt,earning,were in,quarter
574,7VJP-MPP1-2R2Y-710X-00000-00.txt,earning,were in,up 57 percent quarter
575,7VJP-MPP1-2R2Y-710X-00000-00.txt,Bank of Abu Dhabi,is,NBAD
576,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,price for,cement
577,7VJP-MPP1-2R2Y-710X-00000-00.txt,net earning,were in,first quarter
578,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced price from,Dhs16
579,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced,price for cement
580,7VJP-MPP1-2R2Y-710X-00000-00.txt,net earning,were in,up 57 percent first quarter
581,7VJP-MPP1-2R2Y-710X-00000-00.txt,net earning,were in,up 57 percent quarter
582,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE cement producers,reduced from,Dhs16 to Dhs14 per bag.National Bank
583,7VJP-MPP1-2R2Y-710X-00000-00.txt,earning,were in,up 57 percent first quarter
584,7VJP-MPP1-2R2Y-710X-00000-00.txt,four,remained,unchanged
585,7VJP-MPP1-2R2Y-710X-00000-00.txt,Ajmanbank,is up,2.88 percent
586,7VJP-MPP1-2R2Y-710X-00000-00.txt,Ektittab,posted,loss
587,7VJP-MPP1-2R2Y-710X-00000-00.txt,Ektittab,posted,largest loss off 8.60 percent
588,7VJP-MPP1-2R2Y-710X-00000-00.txt,Ektittab,posted,largest loss
589,7VJP-MPP1-2R2Y-710X-00000-00.txt,Ektittab,posted,loss off 8.60 percent
590,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE,is considering,change
591,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE MAY,EXTEND,VISAS FOR EXPATS MADE REDUNDANT
592,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE,reported,National
593,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE,is considering,change to its visa laws
594,7VJP-MPP1-2R2Y-710X-00000-00.txt,their jobs,remain for,up to six months
595,7VJP-MPP1-2R2Y-710X-00000-00.txt,UAE MAY,EXTEND,VISAS
596,7VJP-MPP1-2R2Y-710X-00000-00.txt,their jobs,remain in,country
597,7VJP-MPP1-2R2Y-710X-00000-00.txt,Labour,is,Saqr Ghobash
598,7VJP-MPP1-2R2Y-710X-00000-00.txt,he,said.BAHRAIN,PENSION FUND
599,7VJP-MPP1-2R2Y-710X-00000-00.txt,shares,in $ is,Dhs16 .52 bn
600,7VJP-MPP1-2R2Y-710X-00000-00.txt,PENSION FUND,INVEST IN,US
601,7VJP-MPP1-2R2Y-710X-00000-00.txt,Both,are finished,approval
602,7VJP-MPP1-2R2Y-710X-00000-00.txt,Both,become,law
603,7VJP-MPP1-2R2Y-710X-00000-00.txt,Shaikh Mohammad Eisa Al Khalifa,CEO of,state owned pension fund
604,7VJP-MPP1-2R2Y-710X-00000-00.txt,Both,become within,two months
605,7VJP-MPP1-2R2Y-710X-00000-00.txt,its,company,International Petroleum Investment Co
606,7VJP-MPP1-2R2Y-710X-00000-00.txt,based Aabar Investments,converted,bond issue
607,7VJP-MPP1-2R2Y-710X-00000-00.txt,we,start,investing across US
608,7VJP-MPP1-2R2Y-710X-00000-00.txt,Aabar Investments,converted bond issue into,shares
609,7VJP-MPP1-2R2Y-710X-00000-00.txt,we,intend,to start
610,7VJP-MPP1-2R2Y-710X-00000-00.txt,we,start,investing in equities across US
611,7VJP-MPP1-2R2Y-710X-00000-00.txt,we,start,investing in solid equities
612,7VJP-MPP1-2R2Y-710X-00000-00.txt,we,intend,start
613,7VJP-MPP1-2R2Y-710X-00000-00.txt,market pricing,looks,very attractive
614,7VJP-MPP1-2R2Y-710X-00000-00.txt,based Aabar Investments,converted bond issue into,shares
615,7VJP-MPP1-2R2Y-710X-00000-00.txt,Aabar Investments,converted,bond issue
616,7VJP-MPP1-2R2Y-710X-00000-00.txt,Aabar Investments,converted into,shares
617,7VJP-MPP1-2R2Y-710X-00000-00.txt,we,start,investing in equities
618,7VJP-MPP1-2R2Y-710X-00000-00.txt,based Aabar Investments,converted into,shares
619,7VJP-MPP1-2R2Y-710X-00000-00.txt,we,start,investing in solid equities across US
620,7VJP-MPP1-2R2Y-710X-00000-00.txt,Gulf News.AABAR,'S,PROFIT
621,7VJP-MPP1-2R2Y-710X-00000-00.txt,we,start,investing
622,7VJP-MPP1-2R2Y-710X-00000-00.txt,market pricing,looks,attractive
623,7VJP-MPP1-2R2Y-710X-00000-00.txt,firm,has,net income
624,7VJP-MPP1-2R2Y-710X-00000-00.txt,Suite 303,write to,Permissions Group Inc.
625,7VJP-MPP1-2R2Y-710X-00000-00.txt,Ave.,is,Milwaukee
626,7VJP-MPP1-2R2Y-710X-00000-00.txt,Suite 303,write to,1247 Milwaukee Ave.
627,7VJP-MPP1-2R2Y-710X-00000-00.txt,Suite 303,send fax to,847-635-6968
628,7VJP-MPP1-2R2Y-710X-00000-00.txt,Suite 303,send,fax
629,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Iowa,has,jobless rate
630,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,fair,offered,them
631,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,fair,widen,their pool
632,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,fair,widen,their pool of applicants
633,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,fair,offered,chance
634,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,economic news,deter,their job
635,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,news,deter,their job
636,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,dreary economic news,deter,their job
637,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,dreary news,deter,their job
638,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Toni Babcock,manager for,CBE Group.Job seekers like Antoine Furlow
639,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,I,have compete with,he said.Furlow
640,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,recession,is,one less person
641,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,recession,is,one person
642,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Sheriff,has,office
643,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,I,have found,wide variety of work available here
644,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,he,visiting,various tables
645,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,I,have found,variety of work available
646,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,I,have found,wide variety of work available
647,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,he,visiting,tables
648,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,I,have found,wide variety available here
649,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,I,have found,variety available here
650,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,I,have found,wide variety available
651,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,I,have found,variety available
652,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,I,have found,variety of work available here
653,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,office,has,current applicant pool
654,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,Chad Chase,is,Deputy
655,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled fitness test on,Nov. 21
656,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled,fitness test for would be applicants
657,7WW5-NCN0-Y9J0-Y4J3-00000-00.txt,sheriff 's office,has scheduled,fitness test for new would be applicants
