news_source,allsides_url,url,bias_rating
Gallup,https://www.allsides.com/node/24016,https://www.gallup.com/home.aspx,73
Garden City Observer,https://www.allsides.com/node/19114,http://www.hometownlife.com/section/NEWS08,2690
Gary Peters,https://www.allsides.com/node/20671,http://www.petersformichigan.com/landing/e140207/?subsource=splash,71
Gaston Gazette,https://www.allsides.com/node/18226,http://www.gastongazette.com/,2690
Gaylord Herald Times,https://www.allsides.com/node/19116,http://www.petoskeynews.com/gaylord/,2690
Gaylord Weekly Choice,https://www.allsides.com/node/19117,http://www.weeklychoice.com/,2690
Gazette van Detroit,https://www.allsides.com/node/19120,http://www.gazettevandetroit.com/,2690
Gell,https://www.allsides.com/node/92290,https://www.gell.com,2707
George Will,https://www.allsides.com/node/4233,,75
George Will,https://www.allsides.com/node/4233,https://www.washingtonpost.com/people/george-f-will,75
Gizmodo,https://www.allsides.com/node/69694,http://gizmodo.com,2690
Gladwin County Record & Beaverton Clarion,https://www.allsides.com/node/19122,http://www.gladwinmi.com/,2690
Glamour,https://www.allsides.com/node/73292,http://www.glamour.com/,2690
Glasgow Daily Times,https://www.allsides.com/node/18607,www.glasgowdailytimes.com/,2690
Glenn Beck,https://www.allsides.com/node/71183,,75
Global Research,https://www.allsides.com/node/71404,http://www.globalresearch.ca/about,2690
Globe Gazette,https://www.allsides.com/node/18487,http://globegazette.com/,2690
Gonzales Weekly Citizen,https://www.allsides.com/node/18184,http://www.weeklycitizen.com/,2690
Google News,https://www.allsides.com/node/93962,https://news.google.com/,72
GOP.gov,https://www.allsides.com/node/2822,https://www.gop.gov/,75
GQ.com,https://www.allsides.com/node/97526,https://www.gq.com/,72
Graham Star,https://www.allsides.com/node/18228,http://www.grahamstar.com/,2690
Grand Blanc View,https://www.allsides.com/node/19063,http://grandblancview.mihomepaper.com/,2690
Grand Blanc View,https://www.allsides.com/node/19125,http://grandblancview.mihomepaper.com/,2690
Grand Haven Tribune,https://www.allsides.com/node/19127,http://www.grandhaventribune.com/,2690
Grand Junction Daily Sentinel,https://www.allsides.com/node/18309,http://www.gjsentinel.com/,2690
Grand Rapids Business Journal,https://www.allsides.com/node/19128,http://www.grbj.com/,2690
Grand Rapids Press,https://www.allsides.com/node/19130,http://www.mlive.com/grand-rapids/#/0,2690
Grand Rapids Times,https://www.allsides.com/node/19136,http://www.grtimes.com/,2690
Grand Valley Advance,https://www.allsides.com/node/19123,http://www.mlive.com/advancenewspapers/,2690
Grand Valley Advance,https://www.allsides.com/node/19138,http://www.mlive.com/advancenewspapers/,2690
Grand Valley Lanthorn,https://www.allsides.com/node/19139,http://www.lanthorn.com/,2690
Gratiot County Herald,https://www.allsides.com/node/19134,http://gcherald.com/,2690
Gratiot County Herald,https://www.allsides.com/node/19140,http://gcherald.com/,2690
Greensboro News and Record,https://www.allsides.com/node/18229,http://www.news-record.com/,2690
Greenville Daily News,https://www.allsides.com/node/19142,http://thedailynews.cc/,2690
Grosse Pointe News,https://www.allsides.com/node/19143,http://www.grossepointenews.com/,2690
Grosse Pointe Times,https://www.allsides.com/node/19144,http://www.candgnews.com/About/Grosse-Pointe,2690
Gunnison Country Times,https://www.allsides.com/node/18395,http://www.gunnisontimes.com/,2690
Gwinnett Daily post,https://www.allsides.com/node/18359,http://www.gwinnettdailypost.com/,2690
Gwinnett Daily Post,https://www.allsides.com/node/18856,http://www.gwinnettdailypost.com/,2690
Hampton Roads Messanger,https://www.allsides.com/node/11674,http://www.hamptonroadsmessenger.com/,73
Hamtramak Review,https://www.allsides.com/node/19097,http://www.thehamtramckreview.com/,2690
Harbor Country News,https://www.allsides.com/node/18990,http://harborcountry-news.com/,2690
Harbor Light,https://www.allsides.com/node/19100,http://harborlightnews.com/,2690
Harper Woods Advertiser Times,https://www.allsides.com/node/19102,http://www.candgnews.com/About/Ad-Times,2690
Harvard Business School,https://www.allsides.com/node/31202,http://hbswk.hbs.edu/,72
Hastings Banner,https://www.allsides.com/node/19106,http://hastingsbanner.com/,2690
Hastings Reminder,https://www.allsides.com/node/19108,http://hastingsreminder.com/,2690
Haxtun-Fleming Herald,https://www.allsides.com/node/18394,http://www.hfherald.com/,2690
Healthcare.gov,https://www.allsides.com/node/2737,http://www.healthcare.gov/,72
Heavy.com,https://www.allsides.com/node/99363,https://heavy.com/,73
Henderson Gleaner,https://www.allsides.com/node/18612,www.courierpress.com/gleaner,2690
Henry Daily Herald,https://www.allsides.com/node/18362,http://www.henryherald.com/,2690
Henry Daily Herald,https://www.allsides.com/node/18858,http://www.henryherald.com/,2690
Herald Democrat,https://www.allsides.com/node/33340,http://heralddemocrat.com/,71
Herald-Dispatch,https://www.allsides.com/node/18761,http://www.herald-dispatch.com/,2690
Herald-Palladium,https://www.allsides.com/node/19212,http://www.heraldpalladium.com/,2690
Hickory Daily Record,https://www.allsides.com/node/18232,http://www.hickoryrecord.com/,2690
High Country Press,https://www.allsides.com/node/18233,http://www.hcpress.com/,2690
High County News,https://www.allsides.com/node/18392,http://www.hcn.org/,2690
High Point Enterprise,https://www.allsides.com/node/18234,http://www.hpe.com/,2690
Hillsdale Daily News,https://www.allsides.com/node/19110,http://www.hillsdale.net/,2690
Hirsh Joshi,https://www.allsides.com/node/96268,,71
Holland Sentinal,https://www.allsides.com/node/19111,http://www.hollandsentinel.com/,2690
Holt Community News,https://www.allsides.com/node/19112,http://www.lansingstatejournal.com/section/holt,2690
Homer Index,https://www.allsides.com/node/19113,http://homerindex.com/,2690
Honolulu Civil Beat,https://www.allsides.com/node/28667,https://www.civilbeat.org/,73
Hope Star,https://www.allsides.com/node/18677,http://www.hopestar.com/,2690
HotAir,https://www.allsides.com/node/869,http://hotair.com/,74
Houghton Lake Register,https://www.allsides.com/node/19118,http://www.houghtonlakeresorter.com/,2690
Houma Today,https://www.allsides.com/node/18186,http://www.houmatoday.com/,2690
Houston Chronicle,https://www.allsides.com/node/99709,https://www.houstonchronicle.com/,73
Howard Kurtz,https://www.allsides.com/node/7570,,73
Howard Kurtz,https://www.allsides.com/node/7570,http://www.foxnews.com/person/k/howard-kurtz.html,73
Hudson Post-Gazette,https://www.allsides.com/node/19121,http://www.hudsonpg.com/,2690
HuffPost,https://www.allsides.com/node/85,http://www.huffingtonpost.com/,71
Idaho Statesman,https://www.allsides.com/node/98396,http://www.idahostatesman.com/,73
In These Times,https://www.allsides.com/node/72457,http://inthesetimes.com/,2690
Inacow,https://www.allsides.com/node/74257,http://www.inacow.com/,75
Independent Institute,https://www.allsides.com/node/30863,http://www.independent.org,74
Independent Journal Review,https://www.allsides.com/node/28557,http://www.ijreview.com/,74
Indiana Daily Student,https://www.allsides.com/node/31933,http://www.idsnews.com/,73
Indy Online,https://www.allsides.com/node/31929,https://www.theindyonline.com/,73
Indy Week,https://www.allsides.com/node/31984,http://www.indyweek.com/,72
InfoWars,https://www.allsides.com/node/69083,http://www.infowars.com/,75
InsideGov,https://www.allsides.com/node/29892,http://www.insidegov.com/,2690
InsideSources,https://www.allsides.com/node/30535,http://www.insidesources.com/,2690
Intermountain Jewish News,https://www.allsides.com/node/18391,http://www.ijn.com/,2690
International Business Times,https://www.allsides.com/node/2742,http://www.ibtimes.com/,73
International Policy Digest,https://www.allsides.com/node/25309,http://www.intpolicydigest.org,2690
International Trade Administration,https://www.allsides.com/node/72456,http://trade.gov/index.asp,2690
Investor's Business Daily,https://www.allsides.com/node/18001,http://www.investors.com,74
Ionia Sentinel-Standard,https://www.allsides.com/node/19129,http://www.sentinel-standard.com/,2690
Iowa City Press-Citizen,https://www.allsides.com/node/18489,http://www.press-citizen.com/,2690
Iron County Reporter,https://www.allsides.com/node/19132,http://www.ironcountyreporter.com/,2690
Iron Mountain Daily News,https://www.allsides.com/node/19131,http://www.ironmountaindailynews.com/,2690
Ironwood Daily Globe,https://www.allsides.com/node/19133,http://yourdailyglobe.com/,2690
IVN,https://www.allsides.com/node/17998,http://www.ivn.us,73
Jackson City Patriot,https://www.allsides.com/node/19135,http://www.mlive.com/jackson/,2690
Jackson County Legal News,https://www.allsides.com/node/19145,http://www.legalnews.com/jackson/,2690
Jacksonville Daily News,https://www.allsides.com/node/18235,http://www.jdnews.com/,2690
Jacksonville Patriot,https://www.allsides.com/node/18678,http://pulaskinews.net/jacksonville-patriot,2690
Jacobin,https://www.allsides.com/node/86108,https://jacobinmag.com/,71
James Bovard,https://www.allsides.com/node/98373,,74
James Mattis,https://www.allsides.com/node/97408,,73
James Poulos,https://www.allsides.com/node/72051,,75
James Poulos,https://www.allsides.com/node/72051,http://theweek.com/authors/james-poulos,75
Jeanne Shaheen,https://www.allsides.com/node/20673,https://secure.actblue.com/contribute/page/031414-sb-dd?refcode=gg,71
Jeff Flake,https://www.allsides.com/node/98603,https://en.wikipedia.org/wiki/Jeff_Flake,74
Jeff Spross,https://www.allsides.com/node/98818,,71
Jefferson Post,https://www.allsides.com/node/18236,http://www.jeffersonpost.com/,2690
Jezebel,https://www.allsides.com/node/93278,https://jezebel.com/,71
Jim Obergefell,https://www.allsides.com/node/98148,,72
Jim Rutenberg,https://www.allsides.com/node/74622,,72
Jim Rutenberg,https://www.allsides.com/node/74622,http://www.nytimes.com/by/jim-rutenberg,72
John Fund,https://www.allsides.com/node/26292,,74
John Fund,https://www.allsides.com/node/26292,http://spectator.org/bios/john-h-fund,74
John Fund,https://www.allsides.com/node/26292,http://www.nationalreview.com/author/john-fund,74
John Stossel,https://www.allsides.com/node/2240,,74
John Stossel,https://www.allsides.com/node/2240,http://www.foxbusiness.com/person/s/john-stossel.html,74
Jonah Goldberg,https://www.allsides.com/node/94090,,75
Jonah Goldberg,https://www.allsides.com/node/94090,https://jonahgoldberg.com/,75
Jonathan Haidt,https://www.allsides.com/node/97405,,73
Jonesboro Sun,https://www.allsides.com/node/18679,http://www.jonesborosun.com/,2690
Joni Ernst,https://www.allsides.com/node/20601,http://www.joniforiowa.com/search-bumper-sticker/?gclid=CNn9t8TRlsECFbNj7Aod11sAug,75
Journal-Advocate,https://www.allsides.com/node/18361,http://www.journal-advocate.com/,2690
Journalist's Resource,https://www.allsides.com/node/71549,http://journalistsresource.org/,73
Jubilee Media,https://www.allsides.com/node/85928,https://www.jubileemedia.com/,73
Judicial Watch,https://www.allsides.com/node/71599,http://www.judicialwatch.org,74
Judy Sheindlin,https://www.allsides.com/node/101012,,73
Julesburg Advocate,https://www.allsides.com/node/18360,http://www.julesburgadvocate.com/,2690
Juneau Empire,https://www.allsides.com/node/18464,www.JuneauEmpire.com,2690
Kalamazoo Gazette,https://www.allsides.com/node/18916,http://www.mlive.com/kalamazoo/,2690
Katie Hill,https://www.allsides.com/node/98118,https://twitter.com/KatieHill4CA?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,72
Kay Hagan,https://www.allsides.com/node/20514,http://www.kayhagan.com/,71
Kellogg Insight,https://www.allsides.com/node/28746,http://insight.kellogg.northwestern.edu/,2690
Ken Burns,https://www.allsides.com/node/98012,https://en.wikipedia.org/wiki/Ken_Burns,2690
Kentucky New Era,https://www.allsides.com/node/18629,www.kentuckynewera.com/,2690
Keokuk Daily Gate City,https://www.allsides.com/node/18490,http://www.dailygate.com/,2690
Ketchikan Daily News,https://www.allsides.com/node/18465,http://www.ketchikandailynews.com/,2690
Kialo,https://www.allsides.com/node/100753,https://www.kialo.com/,2707
Kinston Free Press,https://www.allsides.com/node/18237,http://www.kinston.com/,2690
Kiowa County Press,https://www.allsides.com/node/18356,http://www.kiowacountypress.com/,2690
Kitsap Sun,https://www.allsides.com/node/101676,https://www.kitsapsun.com/,2690
Kodiak Daily Mirror,https://www.allsides.com/node/18466,http://kodiakdailymirror.com/,2690
KQED,https://www.allsides.com/node/74624,http://KQED.org,73
KSL,https://www.allsides.com/node/25602,http://www.ksl.com/,75
KSTU,https://www.allsides.com/node/25601,http://fox13now.com/category/news/,2690
KTVX- Good4Utah,https://www.allsides.com/node/25603,http://www.good4utah.com/home,2690
KUTV,https://www.allsides.com/node/25600,http://www.kutv.com/index.shtml,2690
La Junta Tribune-Democrat,https://www.allsides.com/node/18402,http://www.lajuntatribunedemocrat.com/?refresh=true,2690
La Prensa de Toledo,https://www.allsides.com/node/19081,http://www.laprensa1.com/,2690
Laconia Daily Sun,https://www.allsides.com/node/18751,http://www.laconiadailysun.com/,2690
LaGrange Daily News,https://www.allsides.com/node/18363,http://lagrangenews.com/,2690
LaGrange Daily News,https://www.allsides.com/node/18859,http://lagrangenews.com/,2690
Lake Orion Review,https://www.allsides.com/node/18928,http://www.lakeorionreview.com/,2690
Lakeview Enterprise,https://www.allsides.com/node/18929,http://www.lakeviewareanewspaper.com/,2690
Lanhee Chen,https://www.allsides.com/node/21417,,75
Lanhee Chen,https://www.allsides.com/node/21417,http://www.bloombergview.com/contributors/lanhee-j-chen/articles,75
Lansing City Pulse ,https://www.allsides.com/node/18932,http://www.lansingcitypulse.com/lansing/,2690
Lansing State Journal,https://www.allsides.com/node/18933,http://www.lansingstatejournal.com/,2690
Lapeer Area View,https://www.allsides.com/node/18934,http://lapeerareaview.mihomepaper.com/,2690
Lapeer County Press,https://www.allsides.com/node/18935,http://thecountypress.mihomepaper.com/,2690
Las Vegas Sun,https://www.allsides.com/node/32533,http://lasvegassun.com/,72
Lauren Duca,https://www.allsides.com/node/76087,,71
Lauren Duca,https://www.allsides.com/node/76087,http://www.teenvogue.com/contributor/laurenduca,71
Law Week Colorado,https://www.allsides.com/node/18400,http://www.lawweekonline.com/,2690
Lawrence Journal World,https://www.allsides.com/node/31322,http://www2.ljworld.com/,2690
Leader-News,https://www.allsides.com/node/18631,www.ky-leadernews.com/,2690
Leana Wen,https://www.allsides.com/node/102600,,72
Ledger-Enquirer,https://www.allsides.com/node/18364,http://www.ledger-enquirer.com/,2690
Ledger-Enquirer,https://www.allsides.com/node/18860,http://www.ledger-enquirer.com/,2690
Leelanau Enterprise	,https://www.allsides.com/node/18939,http://www.leelanaunews.com/,2690
Leesburg Today,https://www.allsides.com/node/11676,http://www.leesburgtoday.com,74
Leesville Daily Leader,https://www.allsides.com/node/18189,http://www.leesvilledailyleader.com/,2690
LeMars Daily Sentinel,https://www.allsides.com/node/18491,http://www.lemarssentinel.com/,2690
Lexington Herald-Leader,https://www.allsides.com/node/18632,http://www.kentucky.com/,2690
Life on Capitol Hill,https://www.allsides.com/node/18398,http://www.lifeoncaphill.com/,2690
Lifehacker,https://www.allsides.com/node/77357,http://www.lifehacker.com/,73
Lincoln Journal Star,https://www.allsides.com/node/84837,http://journalstar.com/,2690
Lincoln Times-News,https://www.allsides.com/node/18238,http://www.lincolntimesnews.com/,2690
Listen First Project,https://www.allsides.com/node/81755,http://www.listenfirstproject.org/,2707
Live Action News,https://www.allsides.com/node/71477,http://liveactionnews.org/,74
Living Room Conversations,https://www.allsides.com/node/29270,http://www.livingroomconversations.org/,2707
Livingston County Daily Press,https://www.allsides.com/node/19119,http://www.livingstondaily.com/,2690
Livonia Observer,https://www.allsides.com/node/18941,http://www.hometownlife.com/apps/pbcs.dll/section?Category=NEWS10,2690
London School of Economics,https://www.allsides.com/node/28680,http://blogs.lse.ac.uk/usappblog/,2690
Longmont Times-Call,https://www.allsides.com/node/18310,http://www.timescall.com/,72
Los Angeles Times,https://www.allsides.com/node/862,http://www.latimes.com/,72
Loudoun Times-Mirror,https://www.allsides.com/node/31997,http://www.loudountimes.com/,2690
Louisville Courier-Journal,https://www.allsides.com/node/18156,http://www.courier-journal.com/,72
Louisville Eccentric Observer,https://www.allsides.com/node/18633,www.leoweekly.com/,2690
Lowell Ledger,https://www.allsides.com/node/18942,http://lowellbuyersguide.com/,2690
Ludington Daily News,https://www.allsides.com/node/18943,http://www.shorelinemedia.net/ludington_daily_news/,2690
Lyons Recorder,https://www.allsides.com/node/18397,http://www.lyonsrecorder.com/,2690
Mackinac Island Town Crier,https://www.allsides.com/node/18944,http://www.mackinacislandnews.com/,2690
Macomb County Advisor and Source,https://www.allsides.com/node/19170,http://www.sourcenewspapers.com/,2690
Macomb Daily,https://www.allsides.com/node/18973,http://www.macombdaily.com/,2690
Macomb Township Chronicle,https://www.allsides.com/node/18945,http://www.candgnews.com/About/Macomb,2690
Macon County News,https://www.allsides.com/node/18239,http://www.maconnews.com/,2690
Madison-Park News,https://www.allsides.com/node/18946,http://www.candgnews.com/About/Madison,2690
Malvern Daily Record,https://www.allsides.com/node/18681,http://www.malvern-online.com/,2690
Manchester Enterprise,https://www.allsides.com/node/18947,http://heritage.com/manchester_enterprise/,2690
Manhattan Institute,https://www.allsides.com/node/263,http://www.manhattan-institute.org,74
Manistee News Advocate,https://www.allsides.com/node/18948,http://manisteenews.com/,2690
Manistique Pioneer-Tribune,https://www.allsides.com/node/18949,http://www.pioneertribune.com/,2690
Marc A. Thiessen,https://www.allsides.com/node/14672,,75
Marc A. Thiessen,https://www.allsides.com/node/14672,https://www.washingtonpost.com/people/marc-a-thiessen/?utm_term=.e8b9ad9ac627,75
Marietta Daily Journal,https://www.allsides.com/node/18365,http://mdjonline.com/,2690
Marietta Daily Journal,https://www.allsides.com/node/18861,http://mdjonline.com/,2690
Marion Press,https://www.allsides.com/node/18950,http://www.marion-press.com/,2690
Mark Begich,https://www.allsides.com/node/20460,http://www.markbegich.com/,71
Mark Begich,https://www.allsides.com/node/20580,http://www.markbegich.com/,71
Mark Prior,https://www.allsides.com/node/20513,http://pryorforsenate.com/,71
Mark Udall,https://www.allsides.com/node/20582,http://markudall.com/,71
MarketWatch,https://www.allsides.com/node/94079,https://www.marketwatch.com/,74
Marlette Leader,https://www.allsides.com/node/18955,http://www.michigansthumb.com/marlette_leader/,2690
Marshall Advisor & Chronicle,https://www.allsides.com/node/18958,http://advisor-chronicle.com/,2690
Marshalltown Times Republican,https://www.allsides.com/node/18492,http://www.timesrepublican.com/,2690
Martin Luther King III,https://www.allsides.com/node/101429,,72
Mary Landrieu,https://www.allsides.com/node/20641,http://www.marylandrieu.com/action/ready-to-fight-f,71
Masih Alinejad,https://www.allsides.com/node/99057,,73
McSweeney's,https://www.allsides.com/node/98440,https://www.mcsweeneys.net/,2690
Media Matters,https://www.allsides.com/node/3942,https://www.mediamatters.org/,71
Mediaite,https://www.allsides.com/node/19240,http://www.mediaite.com/,72
MediaPost,https://www.allsides.com/node/31931,http://www.mediapost.com/,2690
Medical Daily,https://www.allsides.com/node/24694,http://www.medicaldaily.com,2690
Medical News Today,https://www.allsides.com/node/2754,http://www.medicalnewstoday.com/,2690
Medill News Service,https://www.allsides.com/node/85992,http://dc.medill.northwestern.edu/#sthash.vUWnIUMw.dpbs,2690
Messenger-Inquirer,https://www.allsides.com/node/18634,www.messenger-inquirer.com/,2690
Metrocosm,https://www.allsides.com/node/69751,http://meotrocosm.com,2690
Miami Herald,https://www.allsides.com/node/76119,http://www.miamiherald.com/,72
Mic,https://www.allsides.com/node/28754,http://mic.com/,2690
Michael Brendan Dougherty,https://www.allsides.com/node/29233,,74
Michael Brendan Dougherty,https://www.allsides.com/node/29233,http://theweek.com/authors/michael-brendan-dougherty,74
Michael Goodwin,https://www.allsides.com/node/74621,,75
Michael Goodwin,https://www.allsides.com/node/74621,http://www.michael-goodwin.com/biography.html,75
Michael Kinsley,https://www.allsides.com/node/29719,,71
Michael Kinsley,https://www.allsides.com/node/29719,http://www.vanityfair.com/contributor/michael-kinsley,71
Michele Nunn,https://www.allsides.com/node/20600,http://www.michellenunn.com/splash,71
MichelleMalkin.com,https://www.allsides.com/node/68839,http://michellemalkin.com/,75
Michigan Bulletin ,https://www.allsides.com/node/18938,http://www.mibulletin.org/vol18i003/p01frontpage/index.shtml,2690
Michigan Catholic,https://www.allsides.com/node/19083,http://www.themichigancatholic.org/,2690
Michigan Chronicle,https://www.allsides.com/node/19085,http://michronicleonline.com/,2690
Michigan Daily,https://www.allsides.com/node/31959,https://www.michigandaily.com/,72
Michigan Journal,https://www.allsides.com/node/19068,http://michiganjournal.org/,2690
Middleville Sun & News,https://www.allsides.com/node/18959,http://hastingsreminder.com/,2690
Midland Daily News,https://www.allsides.com/node/18960,http://www.ourmidland.com/,2690
Mike Pence,https://www.allsides.com/node/99468,,75
Milan News-Leader,https://www.allsides.com/node/18961,http://www.heritage.com/milan_news_leader/,2690
Milford Times,https://www.allsides.com/node/18962,http://www.hometownlife.com/section/NEWS11?odyssey=refresh,2690
Miller County Liberal,https://www.allsides.com/node/18862,http://www.millercountyliberal.com/,2690
Minden Press-Herald,https://www.allsides.com/node/18190,http://www.press-herald.com/,2690
Mining Journal,https://www.allsides.com/node/18957,http://www.miningjournal.net/,2690
Mismatch.org,https://www.allsides.com/node/81756,https://www.mismatch.org/,2707
MIT News,https://www.allsides.com/node/71574,http://news.mit.edu,73
Mitch McConnell,https://www.allsides.com/node/20344,http://www.teammitch.com,75
Monroe Evening News,https://www.allsides.com/node/18964,http://www.monroenews.com/,2690
Monte Vista Journal,https://www.allsides.com/node/18405,http://www.montevistajournal.com/v2_main_page.php,2690
Montrose Daily Press,https://www.allsides.com/node/18404,http://www.montrosepress.com/,2690
Morgan Jacobsen,https://www.allsides.com/node/23810,,73
Morgan Jacobsen,https://www.allsides.com/node/23810,http://www.deseretnews.com/author/23100/Morgan-Jacobsen.html,73
Morning Call,https://www.allsides.com/node/28670,http://www.mcall.com/,2690
Mother Jones,https://www.allsides.com/node/5787,http://www.motherjones.com/,71
Mount Airy News,https://www.allsides.com/node/18240,http://www.mtairynews.com/,2690
Mount Clemens Journal,https://www.allsides.com/node/18975,http://www.candgnews.com/About/Journal,2690
Mount Pleasant News,https://www.allsides.com/node/18494,http://mt-pleasant-ia.villagesoup.com/index.seam,2690
Mountain Xpress,https://www.allsides.com/node/18241,http://mountainx.com/,2690
MSNBC,https://www.allsides.com/node/16983,http://www.msnbc.com/,71
Mt. Pleasant Morning Sun,https://www.allsides.com/node/18978,http://www.themorningsun.com/,2690
MTV News Online,https://www.allsides.com/node/90905,http://www.mtv.com/news/,72
Muscatine Journal,https://www.allsides.com/node/18495,http://www.muscatinejournal.com/,2690
Muskegon Chronicle,https://www.allsides.com/node/18981,http://www.mlive.com/muskegon/,2690
Nashua Broadcaster,https://www.allsides.com/node/18752,http://www.freebroadcaster.com/,2690
Nashua Telegraph,https://www.allsides.com/node/18755,http://www.nashuatelegraph.com/,2690
Natalie Tennant,https://www.allsides.com/node/20676,http://natalietennant.com/,71
National Committee to Preserve Social Security and Medicare,https://www.allsides.com/node/2835,http://www.ncpssm.org,71
National Conversation Project,https://www.allsides.com/node/101763,https://weaving2020.org/,2707
National Interest,https://www.allsides.com/node/70084,http://nationalinterest.org/,73
National Journal,https://www.allsides.com/node/2913,http://www.nationaljournal.com/,73
National Press Foundation,https://www.allsides.com/node/11462,http://www.nationalpress.org,2690
National Review,https://www.allsides.com/node/3411,http://www.nationalreview.com/,75
NBC (Web News),https://www.allsides.com/node/864,http://www.nbcnews.com,72
NBC Today Show,https://www.allsides.com/node/863,http://www.today.com/,72
Neal K. Katyal,https://www.allsides.com/node/97420,,72
Neil J. Young,https://www.allsides.com/node/94005,,72
Neil J. Young,https://www.allsides.com/node/94005,https://neiljyoung.com/,72
New Baltimore Voice,https://www.allsides.com/node/18983,http://www.voicenews.com/,2690
New Economy Working Group,https://www.allsides.com/node/2827,http://www.ips-dc.org/,72
New Hampshire Union Leader,https://www.allsides.com/node/18753,http://www.unionleader.com/,73
New Republic,https://www.allsides.com/node/13616,http://www.newrepublic.com/,71
New York Daily News,https://www.allsides.com/node/69634,http://www.nydailynews.com/,71
New York Magazine,https://www.allsides.com/node/17907,http://nymag.com/,71
New York Post,https://www.allsides.com/node/3852,http://www.nypost.com/,75
New York Times - News,https://www.allsides.com/node/87,http://www.nytimes.com/,72
New York Times - Opinion,https://www.allsides.com/node/87491,https://www.nytimes.com/section/opinion,71
Newberry News,https://www.allsides.com/node/18993,http://www.newberry-news.com/,2690
Newnan Times Herald,https://www.allsides.com/node/18367,http://www.times-herald.com/,2690
Newnan Times-Herald,https://www.allsides.com/node/18865,http://www.times-herald.com/,2690
News and Observer,https://www.allsides.com/node/18242,http://www.newsobserver.com/,2690
News Democrat & Leader,https://www.allsides.com/node/18635,www.newsdemocratleader.com/,2690
News Literacy Project,https://www.allsides.com/node/102228,http://newslit.org/,73
News Wise,https://www.allsides.com/node/29164,http://newswise.com/,2690
News-Topic,https://www.allsides.com/node/18243,http://www.newstopic.net/,2690
NewsBusters,https://www.allsides.com/node/3947,http://www.newsbusters.org,75
Newsline,https://www.allsides.com/node/74561,http://www.newsline.com,2690
Newsmax - News,https://www.allsides.com/node/872,http://www.newsmax.com/,74
Newsmax - Opinion,https://www.allsides.com/node/98405,https://www.newsmax.com/insiders/,75
NewsOne,https://www.allsides.com/node/96871,https://newsone.com/,71
Newsweek,https://www.allsides.com/node/865,http://www.thedailybeast.com/newsweek.html,72
Newsy,https://www.allsides.com/node/102414,https://www.newsy.com/,73
Newton Daily News,https://www.allsides.com/node/18496,http://www.newtondailynews.com/,2690
Newtrals,https://www.allsides.com/node/102184,http://newtrals.com/,73
Nicholas Kristof,https://www.allsides.com/node/69707,,71
Nicholas Kristof,https://www.allsides.com/node/69707,http://www.nytimes.com/column/nicholas-kristof,71
Nieman Lab,https://www.allsides.com/node/100391,https://www.niemanlab.org/,73
Niles Daily Star,https://www.allsides.com/node/18994,http://www.leaderpub.com/,2690
NMPolitics.net,https://www.allsides.com/node/33328,http://nmpolitics.net/,73
No Labels,https://www.allsides.com/node/4566,http://www.nolabels.org,73
North Forty News,https://www.allsides.com/node/18422,http://www.northfortynews.com/,2690
Northern Colorado Business Report,https://www.allsides.com/node/18421,http://www.ncbr.com/,2690
Northern Express Weekly,https://www.allsides.com/node/19166,http://www.northernexpress.com/michigan/,2690
Northville Eagle,https://www.allsides.com/node/18996,http://www.associatednewspapers.net/,2690
Northville Record,https://www.allsides.com/node/18998,http://www.hometownlife.com/section/NEWS12,2690
Northwest Arkansas Times,https://www.allsides.com/node/18682,http://www.malvern-online.com/,2690
Novi News,https://www.allsides.com/node/19003,http://www.hometownlife.com/section/NEWS13,2690
NPR Editorial ,https://www.allsides.com/node/81328,https://www.npr.org/sections/opinion/,72
NPR Online News,https://www.allsides.com/node/86,http://www.npr.org/,73
Oakland Post,https://www.allsides.com/node/19156,http://www.oaklandpostonline.com/,2690
Oakland Press,https://www.allsides.com/node/19150,http://www.theoaklandpress.com/,2690
Oceana's Herald-Journal,https://www.allsides.com/node/19105,http://www.shorelinemedia.net/oceanas_herald_journal/,2690
Ocilla Star,https://www.allsides.com/node/18396,http://www.theocillastar.com/,2690
Odyssey Online,https://www.allsides.com/node/68611,http://theodysseyonline.com/,2690
Ogemaw County Herald,https://www.allsides.com/node/19173,http://ogemawherald.com/,2690
Olewein Daily Register,https://www.allsides.com/node/18497,http://www.communitynewspapergroup.com/oelwein_daily_register/,2690
Onaway Outlook,https://www.allsides.com/node/19178,http://demo.piadvance.com/category/onaway-outlook/,2690
Ontonagon Herald,https://www.allsides.com/node/19179,http://www.ontonagonherald.com/,2690
OpenSecrets.org,https://www.allsides.com/node/6174,http://www.opensecrets.org,73
Orange County Register,https://www.allsides.com/node/28649,http://www.ocregister.com/,74
Osceola Herald Review,https://www.allsides.com/node/19155,http://theheraldreview.com/,2690
Oscoda County Herald,https://www.allsides.com/node/18963,http://oscodaherald.com/,2690
Oskaloosa Herald,https://www.allsides.com/node/18498,http://www.oskaloosaherald.com/,2690
Ottumwa Courier,https://www.allsides.com/node/18499,http://www.ottumwa.com/,2690
Owosso Argus-Press,https://www.allsides.com/node/19180,http://www.argus-press.com/,2690
Owosso Independent,https://www.allsides.com/node/19181,http://www.owossoindependent.com/,2690
Oxford University Press,https://www.allsides.com/node/26887,http://blog.oup.com/,2690
